Message,CM,AOPV,CDACT,TI,TTBF,Response
muslim take religion peace book go along back sthole country dont like get parasite sucking blood white country never assimilate anywhere rape kill attempt push religion ever go would surely destroy christianity ifwhen get chance member need wake,2.5,1.5,4.333333333,4.666666667,1.666666667,"CM Hate Score: 2.5
AOPV Hate Score: 1.5
CDACT Hate Score: 4.333333333
TI Hate Score: 4.666666667
TTBF Hate Score: 1.666666667
"
people scum earth,1.0,1.0,3.0,1.166666667,1.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.166666667
TTBF Hate Score: 1.166666667
"
people like bob knight culture family institute going get together u whether like right know hypocritical drivel still spew like hate homosexual hate people based color skin going playing right jew hand know know enemy desperately trying avoid calling spade spade faggot faggot kike scheming kike well theyre going take glove pretty goddam soon lose war know well better get used idea aint parlor game nobody get dirty,1.666666667,1.166666667,4.333333333,2.0,1.833333333,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 4.333333333
TI Hate Score: 2.0
TTBF Hate Score: 1.833333333
"
scum smuggling greaser virginia damn hell jewspaper said minimum mandatory sentence crime year nearly enough least year country club white collar crook punishment traitorous filth send em real prison bitch hairnetted mestizo love much,3.333333333,1.0,3.0,3.166666667,2.0,"CM Hate Score: 3.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 3.166666667
TTBF Hate Score: 2.0
"
thing show clearly multiculturalism work want want want want isnt amazing invader non white come white society start looking like society came want change everything brings back,2.333333333,1.0,4.333333333,5.0,1.333333333,"CM Hate Score: 2.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.333333333
TI Hate Score: 5.0
TTBF Hate Score: 1.333333333
"
invading country leader dont anything vote demonrats republicucks replace white nationalist,3.5,1.0,2.833333333,2.333333333,1.5,"CM Hate Score: 3.5
AOPV Hate Score: 1.0
CDACT Hate Score: 2.833333333
TI Hate Score: 2.333333333
TTBF Hate Score: 1.5
"
scum earth,1.0,1.166666667,3.0,1.5,1.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.0
TI Hate Score: 1.5
TTBF Hate Score: 1.166666667
"
stink suck steal rape mixing race etc thats worst thingall mixed people dont want monkey country go africa jungle,2.333333333,2.0,3.666666667,4.166666667,1.666666667,"CM Hate Score: 2.333333333
AOPV Hate Score: 2.0
CDACT Hate Score: 3.666666667
TI Hate Score: 4.166666667
TTBF Hate Score: 1.666666667
"
right idea last century burn faggot,1.0,5.166666667,3.333333333,1.666666667,2.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 5.166666667
CDACT Hate Score: 3.333333333
TI Hate Score: 1.666666667
TTBF Hate Score: 2.166666667
"
ruin great show faggot agenda nonsense focused crew uboat instead dyke love triangle always ruin great thing,1.333333333,1.0,3.0,2.166666667,2.0,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 2.166666667
TTBF Hate Score: 2.0
"
ruined family economy government safe place privet property time right amish give damn evil jew amish still work land grow food make baby like national sport much fun u sucking lemon evil nasty jew u u leave plantation let evil jew stave death nigs stupid feed pay tax need live,3.166666667,2.0,4.5,4.5,1.666666667,"CM Hate Score: 3.166666667
AOPV Hate Score: 2.0
CDACT Hate Score: 4.5
TI Hate Score: 4.5
TTBF Hate Score: 1.666666667
"
criminal going prison there usually fag stuff going thanks prison gang,1.0,1.0,3.0,1.0,1.5,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.5
"
long fag came around southeast michigan always home mutant,1.5,1.0,3.0,1.5,1.333333333,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.5
TTBF Hate Score: 1.333333333
"
trump eventually prevail another invader,2.5,1.0,3.5,2.666666667,1.0,"CM Hate Score: 2.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.5
TI Hate Score: 2.666666667
TTBF Hate Score: 1.0
"
crisis middle eastern terrorist allowed fester sore world trade center disaster u keep accurate record let country one gonetoallah terrorist expired student visa government told possibly threat nothing one hijacker reported suspicious wanted learn steer plane interest learning takeoff land large plane steer information reported authority fbi felt enough evidence wrongdoing let slide people deceased including child airplane died someone fbi in keep track immigrant allowed roam free right american citizen wanted seal border quite time hope u doesnt let afghanistan refugee get welfare trough history indicator horde afghan coming welfare office near hungry mouth border tightening may keep mexican illegals crossing day u actually enforcing immigration law checking contraband people hiding various place car dashboard floor board vehicle even tire well country already becoming crowded free nature country allows terrorist plan heinous act border opinion stay militarized much le immigration country people want come job waiting since coming get welfare food stamp time public charge dole would get deported provision in law never enforced sad government fails citizenry enforcing law already book deporting stayed past visa expiration date legally case,4.0,1.0,4.833333333,4.333333333,1.166666667,"CM Hate Score: 4.0
AOPV Hate Score: 1.0
CDACT Hate Score: 4.833333333
TI Hate Score: 4.333333333
TTBF Hate Score: 1.166666667
"
faggotizing world get bit much sometimes,1.166666667,1.0,3.0,1.0,1.666666667,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.666666667
"
faggoty sissified flaming homosexual buttplugging queer jewish fake phony federal reserve note absolute rotting festeringlumpoffeces,1.166666667,1.666666667,3.0,1.0,3.5,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.666666667
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 3.5
"
happened town next lakewood nj go show muslim thorn side jew httpwwwappcomappstoryhtml btw asbury park press owned usa today story made front page suspect identified jew third paragraph figure filthy little kike needed bat work guy hacedic scum could imagine nigs jumping u dun messed wit rong muslim jew boy gun pop cap yo as jew boy,1.0,2.166666667,3.666666667,1.5,2.333333333,"CM Hate Score: 1.0
AOPV Hate Score: 2.166666667
CDACT Hate Score: 3.666666667
TI Hate Score: 1.5
TTBF Hate Score: 2.333333333
"
absolutely repulsive cant bothered keeping disgusting negro prison proven unfit live human society need sent back africa animal never disturbed would left completely would likely extinct,3.666666667,1.0,3.666666667,3.0,2.0,"CM Hate Score: 3.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 3.0
TTBF Hate Score: 2.0
"
whitewashing whaitaminute dat racist supremacist red herring waitwminute injun cannot use red color fag,1.0,1.0,3.333333333,2.0,2.333333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 2.0
TTBF Hate Score: 2.333333333
"
evidence jewinspired breakdown morality america jew push immoral behavior weapon continuing war white race faggot either jew live jewish principle jew loving,2.0,1.833333333,4.833333333,4.333333333,1.166666667,"CM Hate Score: 2.0
AOPV Hate Score: 1.833333333
CDACT Hate Score: 4.833333333
TI Hate Score: 4.333333333
TTBF Hate Score: 1.166666667
"
right people see rag trying fight war somehow feel sorry mud bring problem uppon time race stopped defending aiding loss white government must realise ok white proud stop feeling sorry dirty arab along jew downfall country must stop scum send back belong continue fighting pointless war rather bringing attack,3.833333333,2.666666667,4.5,4.333333333,1.0,"CM Hate Score: 3.833333333
AOPV Hate Score: 2.666666667
CDACT Hate Score: 4.5
TI Hate Score: 4.333333333
TTBF Hate Score: 1.0
"
happens allow untold number tb infected ethnic invade shore tb pretty much eradicated country foreign parasite brought back,2.166666667,1.0,3.666666667,2.666666667,1.0,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 2.666666667
TTBF Hate Score: 1.0
"
get allowing negro control country lose right safe within give right must remove filthy savage land one removed,4.166666667,1.0,4.5,5.0,2.0,"CM Hate Score: 4.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.5
TI Hate Score: 5.0
TTBF Hate Score: 2.0
"
must think intern deport negro negro must detained violent must hold office smoke crack lower average iq race many mentally retarded must stopped holler heil hitler,3.5,1.333333333,4.333333333,2.5,1.666666667,"CM Hate Score: 3.5
AOPV Hate Score: 1.333333333
CDACT Hate Score: 4.333333333
TI Hate Score: 2.5
TTBF Hate Score: 1.666666667
"
white people rioter jewscross dressing faggotsregular faggot junky tweakers various mix former people,1.0,1.666666667,3.0,1.833333333,1.0,"CM Hate Score: 1.0
AOPV Hate Score: 1.666666667
CDACT Hate Score: 3.0
TI Hate Score: 1.833333333
TTBF Hate Score: 1.0
"
u live usa border state endless firsthand acquired reason desperately want invasion stopped must spiltblood female invader would anchor baby,2.166666667,3.166666667,3.0,3.666666667,1.0,"CM Hate Score: 2.166666667
AOPV Hate Score: 3.166666667
CDACT Hate Score: 3.0
TI Hate Score: 3.666666667
TTBF Hate Score: 1.0
"
percentage seem high count mexican white count half breed dont forget illegals jew considered white,1.5,1.0,3.0,1.0,1.5,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.5
"
wanker going nowhere hurry lol navy sick death scumbags election today illegal scum big issue intellectual elite criticising hell prime minister silent majority right behind think next time navy might lose sight boat know mean,2.5,2.0,3.333333333,2.0,1.5,"CM Hate Score: 2.5
AOPV Hate Score: 2.0
CDACT Hate Score: 3.333333333
TI Hate Score: 2.0
TTBF Hate Score: 1.5
"
whore exwhite ought start registry,1.666666667,1.0,3.5,1.333333333,1.666666667,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.5
TI Hate Score: 1.333333333
TTBF Hate Score: 1.666666667
"
tish tish tish race suffer raping dehumanization much negro year indepedance think achieved much race whole nice pic white civilzation,1.166666667,1.166666667,3.5,1.666666667,2.0,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.5
TI Hate Score: 1.666666667
TTBF Hate Score: 2.0
"
today white brainwashed become scum jewsselling soul devilfor shekel look trump daughter ivanka,1.166666667,1.0,3.833333333,1.833333333,2.333333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.833333333
TI Hate Score: 1.833333333
TTBF Hate Score: 2.333333333
"
told ya happens black rule tyranny white exit white flight stormfront,3.166666667,1.0,3.5,3.333333333,1.666666667,"CM Hate Score: 3.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.5
TI Hate Score: 3.333333333
TTBF Hate Score: 1.666666667
"
travel back time scientist ron mallett think know cnn travel first order business send negro savage groids back jungle yesteryear,3.333333333,1.0,3.0,1.5,2.666666667,"CM Hate Score: 3.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.5
TTBF Hate Score: 2.666666667
"
trudeau scum earth,1.166666667,1.0,3.0,1.0,1.166666667,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.166666667
"
turk turkey kinda usa talking race ive personally never turkey cant speak experience he likely correct often see poor nonwhite invader country white stay texas folk talk brown mexican invader invader poor brown underclass shocked dont believe hearing white mexican true ive mexico nearly dozen time certain part large percentage white im reminded beautiful mexican girl met mazatlanlight brown hair green eye white girl next doorand beautiful hundred year nationalist disbelief grandchild say whitesfrom america get back topic admire japanesesuch culture technology intelligent peopleeducated proud relatively racially pure hell day age race keep mud invasion alright,2.0,1.0,5.6,5.2,1.8,"CM Hate Score: 2.0
AOPV Hate Score: 1.0
CDACT Hate Score: 5.6
TI Hate Score: 5.2
TTBF Hate Score: 1.8
"
uppity negro dyke need go back mudderland rest darkie brother,1.8,1.0,3.0,2.2,1.8,"CM Hate Score: 1.8
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 2.2
TTBF Hate Score: 1.8
"
u border patrol get tip president assad invader invade syria get blown away invader u given welfare,3.0,4.666666667,3.333333333,2.166666667,1.5,"CM Hate Score: 3.0
AOPV Hate Score: 4.666666667
CDACT Hate Score: 3.333333333
TI Hate Score: 2.166666667
TTBF Hate Score: 1.5
"
vile vicious feral savage,1.0,1.0,3.0,1.0,1.5,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.5
"
visigoth agree wholeheartedly spic major threat native land mass america occupies immigration cause number skyrocket negro disaster spic,1.833333333,1.0,3.333333333,4.166666667,1.0,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 4.166666667
TTBF Hate Score: 1.0
"
army complete buul loaded fag gangster worth time want training find homeless white vet pay watch ci antifa loser homo boyfriend,1.5,1.0,3.166666667,1.333333333,1.666666667,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.166666667
TI Hate Score: 1.333333333
TTBF Hate Score: 1.666666667
"
already jewlover white house next well genuine circumcised jew sander faggot buttajudge waiting long line monster waiting turn,1.833333333,1.0,3.0,1.666666667,2.0,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.666666667
TTBF Hate Score: 2.0
"
already united state australia canada europe white social construct invader create living space,2.166666667,1.0,3.833333333,4.0,1.0,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.833333333
TI Hate Score: 4.0
TTBF Hate Score: 1.0
"
dont need hollywood eastern european film corrupted black fag boris part baptizing english online,1.5,1.0,3.333333333,1.833333333,1.166666667,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 1.833333333
TTBF Hate Score: 1.166666667
"
dont riot like monkey los angeles,1.333333333,1.166666667,3.833333333,1.166666667,2.166666667,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.833333333
TI Hate Score: 1.166666667
TTBF Hate Score: 2.166666667
"
done imagine much richer world would owned resource africa right sadly opposite exploded population filth probably going go extinct water fall filth,2.166666667,1.0,3.333333333,4.166666667,2.0,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 4.166666667
TTBF Hate Score: 2.0
"
prevail race didnt invent wheel pythagorean theorem newtonian physic cartesian coordinate particle physic string theory overwhelmed cannibalistic third world mud thought hope id still fight hope lawdog,1.833333333,1.333333333,5.166666667,4.833333333,1.833333333,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.333333333
CDACT Hate Score: 5.166666667
TI Hate Score: 4.833333333
TTBF Hate Score: 1.833333333
"
welcome stormfront see hope coming sweden group like nordic resistance movement site like red ice tv swede much proud looking forward seeing white nation rise expel invader parasite land,2.666666667,1.0,3.0,4.166666667,1.166666667,"CM Hate Score: 2.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 4.166666667
TTBF Hate Score: 1.166666667
"
welcome real worldas young white male discriminated group see time started affirmitive actionand faggot liberal wanting get niggars welfare wish best luck finding ajobtimes tight right jeff,2.0,1.0,4.0,4.333333333,1.0,"CM Hate Score: 2.0
AOPV Hate Score: 1.0
CDACT Hate Score: 4.0
TI Hate Score: 4.333333333
TTBF Hate Score: 1.0
"
well cb personally would say spic main reason exception usa canada spic pretty much inhabit control whole hemisphere central america mestizo primarily indian brand type hispanic latin america spic infested exception argentina mostly pure spaniard italian european carribean spic nation population growth quite rapid much famine aid deadly disease war somewhat keep population check spic whole different culture white like stated speak different tongue think different way see corruption normal much different value system u last year rapid latinization america imported music food clothes etc pop culture many people deemed cool spic geographic proximity u canada relatively quite easy come longterm threat race culture black believe see black really bottom ladder mentally culturally generally always occupy position someone matter course major threat black many white yet awakened dont care race really see spic threat find easier mix adopt many attribute race really like admires black even spic dont essence problem would best seperated yet black longer kept place generation ago today end result multicultural dream crock race heart know one reason spic make near immigration usa soon overtake black largest minority country many city community already taken white look la san antonio houston san diego miami tuscon vega part ny dc dallas name example bad black may easily control long run opinion visigoth,2.166666667,1.166666667,5.0,5.166666667,1.5,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 5.0
TI Hate Score: 5.166666667
TTBF Hate Score: 1.5
"
well every people nation negro africa arabsmiddle east aryaneurope chineseasia indiansasia damn jew nation steal others like damn parasite yhvh must punished made forever homeless descendant evil seems whole world get along remain nationsbut jew come cause problem destroy mankind imo even got israel still wouldnt happythey greedy want allalways,1.833333333,1.0,5.166666667,4.5,2.166666667,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 5.166666667
TI Hate Score: 4.5
TTBF Hate Score: 2.166666667
"
well leave behind borg invade,1.166666667,1.5,1.333333333,1.0,1.166666667,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.5
CDACT Hate Score: 1.333333333
TI Hate Score: 1.0
TTBF Hate Score: 1.166666667
"
well truth australia childhood pretty peaceful happy place conservative family orientated innocent full asian gang bunch scum filth bring prositution drug gambling excess degree mean leaving child car hour end die whilst gamble digusting personal habit etc probably three thing happened one nation occurred began talk australia saying thing like need minister multiculturalism one nation well poll always believed detention centre parasite boat people become obivious ignore push republic focused australian mind want go queen may bad asian head state dead body better devil know finally loathing anything indonesian australia go east timor breaking final straw even pretence cooperation animal people saw disgusted boat people point departure indonesia ignored indonesian government one thing may find interesting multiculties cry throw tantrum detention policy always say happy australia majority britishirish whilst time use england example foreigner thing right say let look turkey policy deport illegals hour illegals leave safe travel australia longer classed anything invader must repelled lisel,3.166666667,1.0,5.166666667,3.833333333,1.166666667,"CM Hate Score: 3.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 5.166666667
TI Hate Score: 3.833333333
TTBF Hate Score: 1.166666667
"
well white immigrant allowed enter country legally month waiting thousand dollar usually european american skilled money hence assimilate population mud come stay pack form gang etc co stupid education islam dont understand let third world country get priority skilled european money never crime related problem,2.0,1.0,5.333333333,3.5,1.5,"CM Hate Score: 2.0
AOPV Hate Score: 1.0
CDACT Hate Score: 5.333333333
TI Hate Score: 3.5
TTBF Hate Score: 1.5
"
well ready give posting took quite thread materialize forum slow moderator enough moderator need another moderator naaaaaa yet subject hand arent exactly kind response expecting guess really wasnt sure expect im intrigued two reply ive gotten far thats basically way feel well dont hate negro dont want anything possible mixing white wiggers hail black think plain disgusting white woman gotta try jungle love go see phooey wonder live poverty nobody either race want anything start spittin little oreo geeeezzzzz homo disgust much negro wiggers see people mental disease incurable perhaps theyre infesting united state rest world faster damned black hell sexually active fag lutheran priest openly gay series hbo discontinued immediately thereafter gay right vermin deserve right flamboyantly queer parade marching street well get picture kinda glad see topic covered well site ive visited recently warn faggot starting club childrens school telling child alright different teaching ok sleep whomever whatever like parent allow crap anyway id still like hear least people opinion whole thing must admit isnt thought gonna thanks reply guy truly intrigued anyone else care enlighten opinion movement lance,1.833333333,1.0,5.0,4.166666667,2.0,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 5.0
TI Hate Score: 4.166666667
TTBF Hate Score: 2.0
"
well id rather overseas anyway however people always hearing black complaining stolen africa want africanamericans instead american want africa give dont need shut dont walk around proclaiming germanamerican im american plain simple root germany great grandfather full blood german parent hamburg cannot recall parent digress mexican hell yeah get country rape system million illegals theyre stealing job hard working american dont need paid much employer make either wont even attempt learn speak english seeing border jumper got part illegally need put right back little mexico sneak shouldnt kind clue youre wanted,3.0,1.0,5.5,5.0,2.666666667,"CM Hate Score: 3.0
AOPV Hate Score: 1.0
CDACT Hate Score: 5.5
TI Hate Score: 5.0
TTBF Hate Score: 2.666666667
"
well im sure bowie elton john went boarding school learned gaybut would eon ago one could person authority pretty much get away molesting boy problem america boy correction center even still adult prison system ran almost exclusively fag afaggot congressman name barney frank voter vote officebut year year end getting back matter whatour election riggedand government thouroughly corrupt tony blair puppet jewish stringhis public speaking ability robotic boring accent doesnt even save coursewe dont anything brag eitherbring back margrettony blair must certainly faghe sound like one ya knowi mean accent course,2.333333333,1.0,4.666666667,3.0,2.833333333,"CM Hate Score: 2.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.666666667
TI Hate Score: 3.0
TTBF Hate Score: 2.833333333
"
well itd one thing red another guy red back tattooboy never posted anything worth saying convinced fag troll,1.0,1.0,3.0,1.333333333,1.666666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.333333333
TTBF Hate Score: 1.666666667
"
well welcome sf made interesting point post agree spic threat race worldview must understand spic mostly concentrated state like stated california texas florida new york illinois new jersey many fellow white reside place spic concentrated may deal disgusting culture habit guttural language spoken airplane sound decibel criminality corruption high birthrate stupidity welfare addicted white woman lusting common spic day day level moreover many sf member different nation spic live yet black jew muslim indian pakis gook en masse therefore hand full mud understand completely saying yes right spic recent immigrant group latinized america culturally also contributed stagnated standard living wage many american middle working class usually poorer type mexico puerto rico cuba honduras etc little allegiance u come make money geographic proximity spanish language mestizo mud race stupidity reason never faithful u believe la raza basically view mestizo race better race job considerably le compensation work longer hour really care health benefit therefore american corporation greedy corrupted first place love surplus cheap uneducated labor keep cost way profit higher top echelon corporate america way mostly jew race traitor white money important race addition country export million immigrant u glee think le mouth feed le poor stupid mass worry loosen unemployment nation sending higher even dump jail mental institution human excrement shore fidel castro mariel boatlift south florida never would say spic problem black gook muslim also problem people would say biggest threat goal always jew well would take page explain basically chosen people deemed holy everyone else enemy please see wwwdaviddukecom parasite power tthe ancient jewish talmud state numerous time goy killed variety reason look everyday jew may encounter may aware group world jewish congress israeli government b nai birth zionism group lobbyied western governmnets infiltrated large medium outlet large bank un sponsored world bank international monetary fund try slowly build control important outlet sway public opinion world economic condition current event benefit charge cooperation element ever since end ww ii jew tried suck dry nation resource pride race payback perceived jewish persecution throughout history yes see jew fact year history every place gone kicked always person fault never jew faultall persecution without merit jew chosen god everyone dislike yea right like successful parasite jew leech host thre inside host realizes might late let jew adl wjc read truth come one day goal ofjew dominated world met response propaganda false medium government money bull get itour time come believe roy yes white many enemy ally spic black arab jew gook action hurting u different way visgoth,2.166666667,1.166666667,5.333333333,5.5,1.333333333,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 5.333333333
TI Hate Score: 5.5
TTBF Hate Score: 1.333333333
"
fag,1.0,1.333333333,2.666666667,1.0,1.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.333333333
CDACT Hate Score: 2.666666667
TI Hate Score: 1.0
TTBF Hate Score: 1.166666667
"
fag,1.0,1.0,3.0,1.0,1.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.166666667
"
expect negro entitledlazyignorant stupid one remind jungle came tree used swing,1.5,1.0,3.666666667,1.0,3.5,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 1.0
TTBF Hate Score: 3.5
"
expecthold think help outahemstring skill jew tooget dirty sand towelheads itlolim skinhead idioti belive seperationand violence else failsand mean youve exhausted every optionthere time boot get point across cheer brad,2.333333333,5.0,3.0,2.5,1.5,"CM Hate Score: 2.333333333
AOPV Hate Score: 5.0
CDACT Hate Score: 3.0
TI Hate Score: 2.5
TTBF Hate Score: 1.5
"
say lead horse faggot,1.0,1.0,3.0,1.0,3.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 3.166666667
"
read said fag little partner would mean average could remember name partner,1.0,1.0,4.333333333,1.0,1.5,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 4.333333333
TI Hate Score: 1.0
TTBF Hate Score: 1.5
"
god name country come given right say mind without fear reprisal hebrew rag head forefather carved land wilderness sweat blood gut immigrant harvest hell draft dodger political incorrect bull getting soft untermenschen v subhuman cant honor flag say prayer school fear violating colored sensitivity v darky stepping line definitely need wiping remind place lynching stupid sure waste good property buck spirit dont shoot wild mustang break spirit gentle animal boy theyll walk pet appreciate kindness know discipline,2.5,3.166666667,4.166666667,2.0,1.666666667,"CM Hate Score: 2.5
AOPV Hate Score: 3.166666667
CDACT Hate Score: 4.166666667
TI Hate Score: 2.0
TTBF Hate Score: 1.666666667
"
part illegal understand democrat upsidedown touch everything cant stand scum hate legal firearm sure love illegal alien,1.666666667,1.0,3.833333333,1.666666667,1.666666667,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.833333333
TI Hate Score: 1.666666667
TTBF Hate Score: 1.666666667
"
right scum got invade another country,2.0,1.0,3.0,1.5,1.0,"CM Hate Score: 2.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.5
TTBF Hate Score: 1.0
"
difference race dna nigs self critical thinking whereas white go back year ancestor adapt cold weather nigs dont hear lot want change ok dont change nah never,1.333333333,1.0,4.833333333,1.666666667,2.0,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.833333333
TI Hate Score: 1.666666667
TTBF Hate Score: 2.0
"
ever search nazi always get faggot crap wtf,1.166666667,1.0,3.0,1.333333333,1.166666667,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.333333333
TTBF Hate Score: 1.166666667
"
nigs piss usually put skrewdriver brutal attack nordic thunder,1.0,1.0,3.0,1.0,1.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.166666667
"
white move black turn city dung heap latino move kill black latino white cowardly one care kill even jew controlled press,1.333333333,2.666666667,3.5,2.166666667,1.5,"CM Hate Score: 1.333333333
AOPV Hate Score: 2.666666667
CDACT Hate Score: 3.5
TI Hate Score: 2.166666667
TTBF Hate Score: 1.5
"
white idiot realize cant appease savage negro ghetto beast white trash riot sub human temporary useful idiot ghetto filth deem longer useful devour,1.166666667,1.333333333,3.333333333,2.166666667,1.833333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.333333333
CDACT Hate Score: 3.333333333
TI Hate Score: 2.166666667
TTBF Hate Score: 1.833333333
"
get blm fag flag burn,1.0,1.5,2.666666667,1.0,1.666666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.5
CDACT Hate Score: 2.666666667
TI Hate Score: 1.0
TTBF Hate Score: 1.666666667
"
get information think want anything member white race country find comment highly offensive saying love black want swamped third world trash nothing could truth clear confused mind immigration restriction bill aka white australia policy illegally removed constitution gough whitlam al grasby see removed illegally never referendum important matter whitlam grasby co knew straight away would never pas would still white country today yes lot people feel totally betrayed act cowardice pulling wool eye australian populous think want third world vermin country totally wrong indonesian dig might million number untermenschen would never need assistance jewnited state jewmerica conscription place case scum invade ill waiting talking bloke nt rifle dime dozen rocket,2.333333333,4.0,4.0,4.333333333,1.166666667,"CM Hate Score: 2.333333333
AOPV Hate Score: 4.0
CDACT Hate Score: 4.0
TI Hate Score: 4.333333333
TTBF Hate Score: 1.166666667
"
faggot come hate much,1.166666667,1.0,3.0,1.0,1.166666667,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.166666667
"
would ship white support nigros,2.833333333,1.0,3.0,2.5,1.166666667,"CM Hate Score: 2.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 2.5
TTBF Hate Score: 1.166666667
"
white people greatest people earth hand dirt society spick chink sand one compare u superior race god love white people,1.0,1.0,4.0,2.0,1.333333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 4.0
TI Hate Score: 2.0
TTBF Hate Score: 1.333333333
"
