MessageNumber,Message,English,MessageID,CM_1,CM_2,CM_3,CM_4,CM_5,CM_6,AOPV_1,AOPV_2,AOPV_3,AOPV_4,AOPV_5,AOPV_6,CDACT_1,CDACT_2,CDACT_3,CDACT_4,CDACT_5,CDACT_6,TI_1,TI_2,TI_3,TI_4,TI_5,TI_6,TTBF_1,TTBF_2,TTBF_3,TTBF_4,TTBF_5,TTBF_6,MessageNumber2,Hate,Year,CM,AOPV,CDACT,TI,TTBF
388,"These things show clearly multiculturalism does not work.  They want what they want.  We want what we want. 
 
Isnt it amazing that the more these invaders and non Whites come into White society, that it starts looking more and more like their societies they came from? 
 
They want to change everything, but it all just brings them back to who they are.",1,388,2,4,2,2,2,2,1,1,1,1,1,1,6,3,5,5,4,3,6,5,5,5,4,5,1,3,1,1,1,1,388,0.903,2020,2.333333333,1,4.333333333,5,1.333333333
389,They are invading this country and our leaders don't do anything. Vote the Demonrats and Republicucks out and replace them with White Nationalists.,1,389,4,1,4,4,4,4,1,1,1,1,1,1,3,3,3,1,4,3,1,1,4,1,3,4,2,1,2,1,1,2,389,0.905,2020,3.5,1,2.833333333,2.333333333,1.5
390,They are scum of the earth.,1,390,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,3,3,3,1,4,1,1,1,1,1,2,1,1,1,1,390,0.912,2020,1,1.166666667,3,1.5,1.166666667
391,"They are the same as there... they stink, suck, steal, rape, and mixing up their race... etc.  
 
That`s the worst thing...all the mixed ""people""....!!!!!!!!!!!!!!!!!!!!!!! 
 
We don`t want monkeys in our country. 
 
They have to go to Africa or some other jungle..!",1,391,1,1,2,3,2,5,1,6,1,1,1,2,5,3,5,3,3,3,6,1,4,4,4,6,2,1,4,1,1,1,391,0.896,2001,2.333333333,2,3.666666667,4.166666667,1.666666667
392,"They had the right idea last century, burn the faggots.",1,392,1,1,1,1,1,1,6,1,6,6,6,6,3,3,5,3,3,3,1,5,1,1,1,1,5,4,1,1,1,1,392,0.911,2020,1,5.166666667,3.333333333,1.666666667,2.166666667
393,"They had to ruin a great show with faggot agenda nonsense, they should have focused on the crew of the U-Boat instead of some dyke love triangle.   
Why do they always have to ruin great things?",1,393,1,1,1,1,2,2,1,1,1,1,1,1,3,3,3,3,3,3,1,5,4,1,1,1,3,4,1,2,1,1,393,0.903,2020,1.333333333,1,3,2.166666667,2
394,"They have ruined the family, the economy, the government.   
 
We have no safe place, other then out own privet property.   
 
At this time right now.  The Amish do not give a damn what the evil jew does. The Amish still work the land grow food, and make babies like a national sport.  Having much more fun then all of us sucking lemon over the evil nasty jew doing this to us and that to us...      
 
We have to leave the plantation and let these evil jews stave to death with the nigs.  We are so stupid to feed them and pay the taxes they need to live on.",1,394,5,1,2,5,3,3,1,2,1,6,1,1,5,3,5,5,5,4,5,1,5,5,5,6,1,2,4,1,1,1,394,0.903,2020,3.166666667,2,4.5,4.5,1.666666667
395,They were criminals going into prison and there's usually some fag stuff going on in there too so no thanks to the prison gangs.,1,395,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,1,1,1,395,0.907,2020,1,1,3,1,1.5
396,They were here long before that fag came around. Southeast Michigan has always been a home to mutants.,1,396,1,1,2,1,2,2,1,1,1,1,1,1,3,3,3,3,3,3,1,4,1,1,1,1,2,1,1,1,1,2,396,0.911,2020,1.5,1,3,1.5,1.333333333
397,"They will and Trump will eventually prevail, by then we have another 100,000 invaders here.",1,397,2,5,2,2,2,2,1,1,1,1,1,1,3,5,3,3,4,3,4,5,1,1,4,1,1,1,1,1,1,1,397,0.903,2020,2.5,1,3.5,2.666666667,1
398,"This crisis with the Middle Eastern terrorists was allowed to fester into that sore that was the World Trade Center disaster because the US does not keep accurate records on who is let in the country. One of the now gone-to-Allah terrorists was here on an expired student Visa. The government was told that he was possibly a threat, but did nothing. 
 
One of the hijackers was reported as suspicious because he only wanted to learn how to steer the plane. He had no interest in learning how to take-off or land a large plane, just steer it. This information was reported to the authorities, but the FBI felt that there was not enough evidence of any wrongdoing so just let it slide. The 6000 people that are now deceased including 11 children on the airplanes, died because someone at the FBI and INS do not keep track of these immigrants. They are just allowed to roam free and have the same rights as American citizens. 
 
For all of you that have wanted to seal the borders for quite some time now, I hope that the US doesn't let in all these Afghanistan refugees and get them on the welfare trough. If history is any indicator, there will be hordes of Afghans coming to the welfare office near you with hungry mouths. 
 
This border tightening may keep the Mexican illegals from crossing each day now that the US is actually enforcing immigration laws and checking for contraband and people hiding in various places in cars (dashboards and floor boards of vehicles and even tire wells. 
 
This country is already becoming too crowded and the free nature of the country allows these terrorists to plan their heinous acts. 
 
The border in my opinion should stay militarized AND there should be much less immigration into the country. If people want to come over here they should have jobs waiting for them since most are only coming to get welfare and food stamps. There was a time when being a public charge (on the dole) would get you deported and there is a provision in INS law, but it is NEVER enforced. 
 
It is sad how the government fails the citizenry by not enforcing laws that are already on the books and deporting those who have stayed past their Visa expiration dates or are not here legally in any case.",1,398,4,1,5,5,5,4,1,1,1,1,1,1,6,3,5,5,5,5,5,1,6,5,5,4,1,2,1,1,1,1,398,0.887,2001,4,1,4.833333333,4.333333333,1.166666667
399,This faggotizing of the world gets to be a bit much sometimes.,1,399,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,2,4,1,1,1,1,399,0.91,2020,1.166666667,1,3,1,1.666666667
400,"This faggoty, sissified, flaming homosexual, butt-plugging queer is as jewish as a fake, phony Federal Reserve Note. What an absolute rotting, festering-lump-of-feces.",1,400,1,1,1,1,1,2,1,5,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,4,4,5,4,2,2,400,0.905,2020,1.166666667,1.666666667,3,1,3.5
401,"This happened in the town next to me, Lakewood NJ.  Goes to show that the Muslims are a thorn in the side of the jews.   
 
 http://www.app.com/app2001/story/0,21133,470768,00.html 
 
 
BTW, the Asbury park press is owned by USA today, this story made the front page, with the suspects being identified as jews in the third paragraph.  Figures these filthy little kikes needed a bat to work the guy over. Hacedic scum. 
 
I could just imagine some nigs jumping in.  ""us dun messed wit the rong muslim jew boy""!!! I's gun pop a cap in yo ass jew boy""",1,401,1,1,1,1,1,1,1,2,5,1,2,2,3,3,5,3,5,3,1,4,1,1,1,1,1,1,5,2,4,1,401,0.889,2001,1,2.166666667,3.666666667,1.5,2.333333333
402,"This is absolutely repulsive!! If they can’t be bothered keeping these disgusting negroes in prison, after they have proven they are unfit to live in human society, they  NEED  to be sent back to Africa.  
These animals should have never been disturbed. If we would had only left them be, completely, they would most likely be extinct by now.",1,402,4,1,4,5,3,5,1,1,1,1,1,1,5,3,5,3,3,3,1,1,4,4,4,4,2,2,4,2,1,1,402,0.904,2020,3.666666667,1,3.666666667,3,2
403,This is all just whitewashing...  whaitaminute!!!  Dats racist. Or Supremacist?   This is all just a red herring... Waitwminute!  Injuns!  Cannot use red!? What color is fag?!!,1,403,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,3,3,3,1,5,3,1,1,1,2,1,4,2,3,2,403,0.902,2020,1,1,3.333333333,2,2.333333333
404,This is just further evidence of the jew-inspired breakdown of morality in America. The jews push immoral behavior as a weapon in their continuing war against the White race. Most faggots are either jews or live by jewish principles. The jews are just loving it.,1,404,2,3,2,1,2,2,1,6,1,1,1,1,5,6,5,5,3,5,6,4,6,3,1,6,1,1,2,1,1,1,404,0.902,2020,2,1.833333333,4.833333333,4.333333333,1.166666667
405,This is right people see them in their rags trying to fight a war and they somehow feel sorry for them. These mud bring the problems uppon themselves and it is time our race stopped defending and aiding them at our loss. Our white governments must realise it is ok to be white and proud of it and stop feeling sorry for these dirty arabs as they along with the jews will be the downfall of our countries. We must stop these scum and send them back to were they belong to continue fighting their pointless wars rather then bringing them here! :attack,1,405,4,1,4,4,5,5,1,1,6,1,1,6,5,3,5,5,5,4,6,5,5,5,4,1,1,1,1,1,1,1,405,0.888,2001,3.833333333,2.666666667,4.5,4.333333333,1
406,This is what happens when you allow untold numbers of TB infected ethnics to invade your shores.  TB was pretty much eradicated in this country until these foreign parasites brought it back.,1,406,2,3,2,2,2,2,1,1,1,1,1,1,5,3,5,3,3,3,4,4,1,5,1,1,1,1,1,1,1,1,406,0.903,2020,2.166666667,1,3.666666667,2.666666667,1
407,This is what we get for allowing the negro to control our countries. We lose the right to be safe within them and give up any rights. This is why we must remove these filthy savages from our lands or we will be the ones being removed.,1,407,4,3,5,5,3,5,1,1,1,1,1,1,6,5,5,5,3,3,6,1,5,6,6,6,1,4,4,1,1,1,407,0.903,2020,4.166666667,1,4.5,5,2
408,This must not be! I think they should intern and deport the Negroes! All Negroes must be detained. They are violent. They must not hold office. They smoke crack! They have a lower average IQ than any other race. Many are mentally retarded. They must be stopped. Holler!  Heil Hitler!,1,408,2,1,4,5,4,5,1,1,1,1,3,1,5,3,5,5,3,5,1,4,4,1,4,1,2,1,4,1,1,1,408,0.902,2020,3.5,1.333333333,4.333333333,2.5,1.666666667
409,"Those   white people  rioters are Jews,cross dressing faggots,regular faggots, junkies, tweakers and various mixes of the former. 
 
Not our people.",1,409,1,1,1,1,1,1,1,5,1,1,1,1,3,3,3,3,3,3,1,4,1,3,1,1,1,1,1,1,1,1,409,0.914,2020,1,1.666666667,3,1.833333333,1
410,"Those of us that live in the USA, in border states, have endless, first-hand acquired, reasons to desperately want the invasion stopped. If it must be by the spilt-blood of female invaders and their would be anchor babies, then so be it.",1,410,2,1,3,3,3,1,2,1,2,2,6,6,3,3,3,3,3,3,4,1,4,4,5,4,1,1,1,1,1,1,410,0.908,2020,2.166666667,3.166666667,3,3.666666667,1
411,Those percentages seem to high to me.  Do they count mexicans as whites?  What do they count half breeds as?  Don't forget all the illegal's too.  What about jews are they considered white in this?,1,411,1,4,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,1,1,1,411,0.889,2001,1.5,1,3,1,1.5
412,"Those wankers are going nowhere in a hurry, LOL.  The navy are sick to death of these scumbags. 
 
We are having an election today and the illegal scum has been a big issue.  The intellectual elites have been criticising the hell out of our Prime Minister but the silent majority are right behind him. 
 
I think next time the navy might ""lose sight of the boat"" if you know what I mean.",1,412,2,1,4,3,3,2,1,1,6,1,1,2,5,3,3,3,3,3,4,1,4,1,1,1,2,1,2,2,1,1,412,0.888,2001,2.5,2,3.333333333,2,1.5
413,Those whores are ex-white. We ought to start a registry.,1,413,1,1,1,3,1,3,1,1,1,1,1,1,3,6,3,3,3,3,1,3,1,1,1,1,3,1,2,2,1,1,413,0.89,2001,1.666666667,1,3.5,1.333333333,1.666666667
414,tish tish tish. Any other race suffer the raping or dehumanization as much as the negro. NO. only 60 years after indepedance . I think we have achieved so much for our race as a whole. Here is a nice pic of white civilzation,1,414,1,1,1,1,2,1,1,1,1,1,1,2,4,3,3,3,4,4,3,1,1,3,1,1,2,5,2,1,1,1,414,0.888,2001,1.166666667,1.166666667,3.5,1.666666667,2
415,Today most white are so brainwashed that they have become the same scum as jews...selling their soul to the devil...for a few shekel$$$. Just look at Trump or his daughter Ivanka…,1,415,1,1,1,1,1,2,1,1,1,1,1,1,5,4,3,5,3,3,1,1,6,1,1,1,2,1,5,4,1,1,415,0.905,2020,1.166666667,1,3.833333333,1.833333333,2.333333333
416,Told ya what happens when blacks rule! Tyranny! All Whites to the exits! White Flight from Stormfront!,1,416,2,3,5,1,2,6,1,1,1,1,1,1,3,3,3,4,4,4,1,4,4,3,4,4,2,1,4,1,1,1,416,0.886,2001,3.166666667,1,3.5,3.333333333,1.666666667
417,"Travel back in time? Scientist Ron Mallett thinks he knows how | CNN Travel 
 
 
First order of business, send all the negroes and savage groids back to the jungles of yesteryear.",1,417,1,1,4,5,4,5,1,1,1,1,1,1,3,3,3,3,3,3,1,1,4,1,1,1,3,1,4,3,1,4,417,0.906,2020,3.333333333,1,3,1.5,2.666666667
418,Trudeau is the scum of the earth.,1,418,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,418,0.905,2020,1.166666667,1,3,1,1.166666667
419,"Turk182, ""Turkey is some kinda USA when we are talking about races"". 
 
 I've personally never been to Turkey so I can't speak with experience but he's likely correct. We often see the poor non-white invaders from a country while the whites stay. Here in Texas, folks talk of brown Mexican invaders because there the invaders are poor browns, the underclass. They are shocked and don't believe when hearing of ""white"" Mexicans. It's true, I've been to Mexico nearly a dozens times and certain parts have a large percentage of whites. I'm reminded of 2 beautiful Mexican girls I met in Mazatlan...light brown hair and green eyes, as white as the girl next door....and beautiful. A hundred years from now nationalists will be in disbelief when our grandchildren say they are whites...from America. 
 
 To get back on topic, I admire the Japanese...such culture, such technology, intelligent people/educated, proud and relatively racially pure. Hell, in this day and age any race that can keep out the mud invasion is alright by me!!!",1,419, ,2,2,2,2,2, ,1,1,1,1,1, ,5,6,5,6,6, ,6,4,6,4,6, ,1,5,1,1,1,419,0.895,2001,2,1,5.6,5.2,1.8
420,Uppity negro dyke needs to go back to the mudderland with the rest of her darkie brethren.,1,420,1,1,1,1, ,5,1,1,1,1, ,1,3,3,3,3, ,3,1,4,4,1, ,1,2,1,2,2, ,2,420,0.903,2020,1.8,1,3,2.2,1.8
421,"US Border Patrol should get tips from President Assad.  Invaders invade Syria and get blown away, while invaders to the US are given welfare.",1,421,2,5,3,3,2,3,6,6,6,2,2,6,3,3,3,4,3,4,1,1,5,1,1,4,2,1,2,2,1,1,421,0.909,2020,3,4.666666667,3.333333333,2.166666667,1.5
422,"Vile, vicious feral savages.",1,422,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,1,1,1,422,0.905,2020,1,1,3,1,1.5
423,"Visigoth, 
 
I agree wholeheartedly. Spics are a major threat because they are native to the same land mass that America occupies. Immigration will cause their numbers to skyrocket more than negros. What a disaster we are in for!       spic-->",1,423,2,1,2,2,2,2,1,1,1,1,1,1,5,3,3,3,3,3,4,6,5,5,1,4,1,1,1,1,1,1,423,0.903,2001,1.833333333,1,3.333333333,4.166666667,1
424,"Was in the Army, complete buul****. Loaded with fags and ""gangsters"". Not worth the time.  
 
You want the training, find a homeless White Vet and pay him. Watch out for CI's and Antifa losers and their homo boyfriends.",1,424,1,1,2,1,2,2,1,1,1,1,1,1,3,3,3,3,4,3,1,1,1,1,3,1,2,1,2,2,1,2,424,0.904,2020,1.5,1,3.166666667,1.333333333,1.666666667
425,"We already have a jew-lover in the White House. Next we'll have a genuine, circumcised jew (Sanders). After him, the faggot Buttajudge is waiting. It's a long line of monsters waiting for their turn.",1,425,2,1,2,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,5,1,1,1,2,2,2,2,2,2,425,0.911,2020,1.833333333,1,3,1.666666667,2
426,"We already have. The United States, Australia, Canada, Europe; all White social constructs. It is the invaders that should create their own living spaces.",1,426,1,1,3,3,2,3,1,1,1,1,1,1,6,3,3,4,3,4,4,4,4,4,4,4,1,1,1,1,1,1,426,0.908,2020,2.166666667,1,3.833333333,4,1
427,"We don't need Hollywood, Eastern European film not corrupted by blacks and fags: 
 
 Boris I – Part 1 – The Baptizing (Борис І - I част - Покръстването) 1985 on English Online",1,427,1,1,1,1,3,2,1,1,1,1,1,1,3,3,3,4,3,4,1,1,1,3,4,1,2,1,1,1,1,1,427,0.905,2020,1.5,1,3.333333333,1.833333333,1.166666667
428,We don't riot like ****** monkeys do in Los Angeles.,1,428,1,1,1,1,2,2,1,2,1,1,1,1,4,3,5,4,3,4,1,1,1,1,2,1,4,1,4,1,1,2,428,0.887,2001,1.333333333,1.166666667,3.833333333,1.166666667,2.166666667
429,"We should have done more then that! Imagine how much richer this world would be if we owned the resources of Africa right now. Sadly, we did the opposite and exploded their population of filth and now are probably going to go extinct under the water fall of filth.",1,429,2,3,2,2,2,2,1,1,1,1,1,1,5,3,3,3,3,3,1,1,6,6,5,6,4,1,4,1,1,1,429,0.906,2020,2.166666667,1,3.333333333,4.166666667,2
430,"We will prevail. Our race didn't invent the Wheel, Pythagorean Theorems, Newtonian Physics, Cartesian Coordinates, Particle Physics and String Theory only to be overwhelmed by cannibalistic third world muds.  If I thought that there was no hope I'd still fight, there  is   hope. 
 
Lawdog",1,430,1,1,3,2,2,2,1,1,3,1,1,1,5,5,6,5,5,5,6,5,5,3,4,6,2,1,4,1,1,2,430,0.894,2001,1.833333333,1.333333333,5.166666667,4.833333333,1.833333333
431,"Welcome to Stormfront! I too see hope coming from Sweden. Between groups like the Nordic Resistance Movement, and sites like Red Ice TV, Swedes have much to be proud of.  
 
Looking forward to seeing you and all the other white nations rise up and expel the the invaders and the parasites from your lands.",1,431,1,3,3,3,2,4,1,1,1,1,1,1,3,3,3,3,4,2,5,4,4,4,4,4,1,1,2,1,1,1,431,0.912,2020,2.666666667,1,3,4.166666667,1.166666667
432,"welcome to the real world,as young white males we are discriminated against more than any other group. 
you see it all the time. 
it all started with affirmitive action,and the faggot liberals wanting to get the niggars off welfare. 
i wish you the best of luck in finding ajob,times are very tight right now. 
jeff",1,432,2,2,2,2,2,2,1,1,1,1,1,1,5,3,6,3,4,3,3,5,3,5,5,5,1,1,1,1,1,1,432,0.908,2001,2,1,4,4.333333333,1
433,"Well C.B., 
Personally, I would have to say the spic for 3 main reasons. 
1.) With the exception of the USA and Canada, spics pretty much inhabit and control a whole hemisphere. All of Central America is a mestizo (but primarily Indian brand) type of hispanic. Most of Latin America is spic infested (with the exception of Argentina which mostly has pure Spaniards and Italians, Europeans). And most of the Carribean are spic nations. 
There population growth is quite rapid and they do not have as much famine, AIDS and other deadly disease, and war that somewhat keeps the population in check. 
 
2.) Spics are a whole different culture than whites. Like you stated, they speak a different tongue, think a different way, see corruption as ""normal"" , and have a much different value system than us. In the last 10 years or so, there has been a rapid ""Latinization"" of America. They have imported their music, food, clothes, etc. on pop culture and many people here have deemed it as ""cool"". 
 
3.) Spics geographic proximity to the US and Canada. For them, it is relatively quite easy to come here. They are more of a long-term threat to our race and culture than blacks (believe it or not). 
 
You see, to me, Blacks are really on the bottom of the ladder mentally and culturally. They will generally always occupy that position (someone has too) no matter what. Of course there are major threats from blacks too, it's just that many whites who are not yet ""awakened"" or just don't care for their race, really do not see spics as a threat and find it easier to mix with them and adopt many of their attributes. No other race really likes or admires blacks, even most spics don't. So in essence, they are both a problem and it would be best if we ALL seperated, yet blacks have been here longer and were ""kept in their place"" up until a generation or 2 ago and what we have today is the end result. The multicultural dream is a crock and all races in their hearts know this.  
 
One more reason : spics make up near 70 % of all immigration into the USA. Very soon, they will overtake blacks as the largest ""minority"" in our country. In many cities and communities they have already ""over taken"" whites.  Look at L.A. , San Antonio, Houston, San Diego, Miami, Tuscon, Vegas, some parts of NY, DC, Dallas just to name a few examples. 
 
There both bad, but blacks may be more easily to control in the long run. Just my opinion, 
Visigoth",1,433,2,3,2,2,2,2,1,1,2,1,1,1,5,5,5,5,5,5,6,4,6,5,4,6,1,1,4,1,1,1,433,0.896,2001,2.166666667,1.166666667,5,5.166666667,1.5
434,"well every people has their own nation 
 
 
negroes -africa 
arabs-middle east 
aryan-europe 
chinese-asia 
indians-asia 
 
 
But the Damn Jews they have no nation so they steal others like a damn parasite. YHVH must have punished them and made them forever homeless because they are descendants of evil. 
 
 
Seems the whole world gets along when they remain in their own nations,but then the Jew comes and causes problems. They are here to destroy mankind. IMO Even if they got Israel they still wouldn't be happy,they are greedy and want it all,always.",1,434,2,1,2,2,2,2,1,1,1,1,1,1,5,5,5,6,5,5,5,1,6,5,4,6,4,1,4,2,1,1,434,0.894,2001,1.833333333,1,5.166666667,4.5,2.166666667
435,We'll leave you behind when the Borg invade.,1,435,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,435,0.905,2020,1.166666667,1.5,1.333333333,1,1.166666667
436,"Well the truth is that Australia of my childhood was a pretty peaceful happy place   
 
Conservative, family orientated, innocent. Now it is full of asian gangs - bunch of scum and the filth they bring with them.  
 
Prositution, drugs, gambling to excess degrees (I mean leaving their children in cars for hours on end - some to die whilst they gamble) digusting personal habits etc  
 
Probably three things happened at once, One Nation occurred and began to talk about Australia, saying things like why do we need minister for Multiculturalism? One Nation did well at the polls. We have always believed in detention centres, the parasite boat people have just become too obivious to ignore.  
 
And the push to a republic which focused Australian's minds on who we are where we want to go. The queen may be bad but an asian as head of state - over my dead body (better the devil you know).  
 
Finally our loathing of anything indonesian. When Australia had to go into East Timor it was the breaking of the final straw. Now there is not even a pretence of cooperation with these animals. People saw them for who they are, they were disgusted. The boat people's point of departure is indonesia which is ignored by the indonesian government.  
 
One thing you may find interesting is that when the multi-culties cry and throw tantrums over our detention policy they always say how happy they are that Australia will not be majority British/Irish whilst at the same time they use England as their example of how 'foreigners' do things right.  
 
I say lets look to Turkey's policies and deport all illegals in 24 hours. Once illegals leave a safe haven to travel to Australia they can no longer be classed as anything but invaders who must be repelled.  
 
Lisel",1,436,2,3,4,2,4,4,1,1,1,1,1,1,6,5,6,5,6,3,6,4,4,1,4,4,1,1,2,1,1,1,436,0.891,2001,3.166666667,1,5.166666667,3.833333333,1.166666667
437,well the white immigrants that are allowed to enter this country LEGALLY after months of waiting and thousands of dollars are usually european or american who are skilled and have money hence they assimilate into the population. the muds come here and stay in packs and form gangs etc cos they are stupid and the only education they have is islam.  i dont understand why we let these from third world countries get priority over skilled europeans with money and who we never have any crime related problems with.,1,437,2,1,3,2,2,2,1,1,1,1,1,1,6,5,6,6,5,4,5,1,5,4,2,4,1,1,4,1,1,1,437,0.896,2001,2,1,5.333333333,3.5,1.5
438,"Well, I was about ready to give up posting here. It took quite a while for this thread to materialize in the forum. Slow moderators? Not enough moderators? Need another moderator? Naaaaaa..... not yet.  
 
Now, on to the subject at hand..... 
 
These aren't exactly the kind of responses I was expecting. I guess I really wasn't sure what to expect. But, I'm intrigued by the two replies I've gotten so far. 
 
That's basically the way I feel as well. I don't hate negroes.  
I just don't want anything to have to do with them, if possible. Mixing whites (wiggers where I hail from) and blacks?  
I think it's just plain disgusting. 
 
White women gotta try out that jungle love and go see (phooey!).  
Then they wonder why they live in poverty and why nobody from either race wants anything to do with them once they start spittin' out little oreos.  
Geeeezzzzz!!!!! 
 
Homos disgust me just as much, if not more, than negroes and wiggers. But, I see them as people with a mental disease, incurable perhaps. They're infesting the United States (and the rest of the world) faster than the damned blacks are!  
Hell!  
Now they have sexually active fag Lutheran priests, openly gay series on HBO (which I discontinued immediately thereafter), gay rights (as if these vermin deserve any rights at all), flamboyantly queer parades marching down the streets.... Well, you get the picture.  
So, I was kinda glad to see that topic covered as well. 
 
There are a few sites I've visited recently that warn about how faggots are starting clubs in OUR CHILDREN'S SCHOOLS, telling OUR CHILDREN that it's alright ""to be different"".....  
teaching them that it's ok to sleep with whomever (or WHATever) they like!  
And parents allow this crap??? 
 
Anyway, I'd still like to hear from at least a few more people and what there opinions are on the whole ""thing"". I must admit, this isn't what I thought it was gonna be. 
 
Thanks for your replies, guys. I am truly intrigued now. Anyone else care to ""enlighten"" me some more as to what all their opinion of what ""The Movement"" is about?  
 
""Lance""",1,438,2,1,2,2,2,2,1,1,1,1,1,1,5,5,5,5,5,5,5,1,6,4,3,6,2,2,1,2,1,4,438,0.898,2001,1.833333333,1,5,4.166666667,2
439,"Well, I'd rather be overseas anyway.  However, people are always hearing blacks complaining about being stolen from Africa, they want to be ""African-Americans"", instead of just Americans.  If they want Africa, give it to them, if they don't, they need to shut up about it.  I don't walk around proclaiming myself as a ""German-American"", I'm an American, plain and simple.  I have roots in Germany, my great grandfather was full blood German.  His parents were from Hamburg, and I cannot recall where their parents were from.  But I digress. 
 
As for the Mexicans, hell yeah, get them out of here.  What do they do for this country?  They rape our system with the millions of illegals they have over here, they're stealing jobs from hard working Americans, they don't need to be paid as much, employers make out.  Most of them either won't even attempt to learn or speak english.  Seeing as how these border jumpers got here, for the most part, illegally, they need t be put right back in their little mexico.  You have to sneak in, shouldn't that be some kind of  a clue that you're not wanted.",1,439,4,3,4,3,2,2,1,1,1,1,1,1,6,5,6,6,5,5,5,5,5,5,5,5,2,5,4,2,1,2,439,0.902,2001,3,1,5.5,5,2.666666667
440,"Well, I'm sure that Bowie and Elton John went to boarding schools where they learned to be gay--but that would have been eons ago when one could be a person of authority and pretty much get away with molesting boys.  We had the same problem here in america but with boys correction centers.  Even still most of our adult prison system is ran almost exclusively by fags.  We have afaggot congressman here by the name of Barney Frank whom the voters vote out of office--but year after year he ends up getting back in no matter what--our elections over here are rigged--and our government is thouroughly corrupt.  What is Tony Blair but a puppet on a jewish string--his public speaking ability is so robotic and boring that his accent doesn't even save him.  Of course--we don't have anything to brag about there either--bring back Margret--Tony Blair must certainly be a fag--he sounds like one ya know--I mean his accent, of course.",1,440,2,4,2,2,2,2,1,1,1,1,1,1,5,3,5,5,5,5,5,1,5,3,3,1,3,4,5,3,1,1,440,0.889,2001,2.333333333,1,4.666666667,3,2.833333333
441,"Well, it'd be one thing for Red, and it's another for this guy. Red can back it up. Tattooboy here has never posted anything worth saying and I am 90% convinced he is a fag troll.",1,441,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,3,1,1,2,4,1,1,1,1,441,0.899,2001,1,1,3,1.333333333,1.666666667
